DTXSID,SMILES,umap_1,umap_2,cluster
DTXSID70379715,CC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.8374546,-3.327324,0
DTXSID70379730,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,-0.35591897,-3.9763167,0
DTXSID70379735,O=C(O)CCC1(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,1.9048065,-0.6428594,0
DTXSID70379770,FC(F)(F)OCC(F)(F)C(F)(F)F,-0.8211892,12.956124,1
DTXSID70379775,FC1=C(F)C2(F)C(F)=C(F)C1(F)C2(F)F,3.3086772,-6.0669055,0
DTXSID70379811,FC(F)(F)C(F)(F)C(F)(F)OC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C1(F)F,-1.0134932,17.291243,2
DTXSID70379831,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,-1.3365798,-4.1481276,0
DTXSID70379871,OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.2306648,12.38964,1
DTXSID70379876,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)I,0.8311745,14.863659,1
DTXSID70379891,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,2.9848828,12.762631,1
DTXSID70379912,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,1.7260823,13.119739,1
DTXSID70379917,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.045748,-0.6185803,0
DTXSID70379977,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,2.1822162,14.621048,1
DTXSID70379992,OCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.0819368,-1.5857556,0
DTXSID70379997,C#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.1678181,13.522057,1
DTXSID70380003,Cc1cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n[nH]1,12.936029,7.7746534,4
DTXSID70380760,O=C(Cl)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,-1.0583159,-3.806065,0
DTXSID70380806,N#CC(F)(F)C(F)(F)C#N,-1.5410662,11.712894,1
DTXSID70380826,F[C@@H]1[C@H](F)C(F)(F)C1(F)F,-1.0870667,13.341659,1
DTXSID70380841,FC(CC(F)(F)F)C(F)(F)F,-1.0709491,13.172322,1
DTXSID70380846,C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)COC(=O)C(=C)C,5.4452696,-2.6517751,0
DTXSID70381090,OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)CO,-1.392788,16.047194,2
DTXSID70381151,N=C(N)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-2.2737935,-4.3488646,7
DTXSID70381979,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.0994346,10.681815,1
DTXSID70382047,O=S(=O)(OCC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.93519366,5.448231,3
DTXSID70382067,CC(C)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.5485764,10.207742,1
DTXSID70382103,C=C(Cl)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,-0.026755877,-3.7471325,0
DTXSID70382108,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,-0.46988326,-2.50161,0
DTXSID70382123,CC(Br)CC(F)(Cl)C(F)(F)Br,-1.6483215,11.743749,1
DTXSID70382128,C=CC(F)(Cl)C(F)(F)Cl,0.23201941,-3.0514984,0
DTXSID70382168,OCC(I)CC(F)(C(F)(F)F)C(F)(F)F,-0.3816691,11.268587,1
DTXSID70384344,COC(F)(C(N)=O)C(F)(F)F,0.54997253,-1.8566648,0
DTXSID70384425,Nc1nnc(C(F)(F)C(F)(F)C(F)(F)F)s1,13.4523115,7.460393,4
DTXSID70385371,O=c1[nH]c2ccccc2nc1C(F)(F)C(F)(F)F,12.726787,6.7820115,4
DTXSID70386146,CCc1ccccc1NC(=O)C(F)(Cl)C(F)(F)F,13.140782,3.3214428,5
DTXSID70397616,FC(I)=C(F)C(F)(F)C(F)(F)F,2.2635663,-5.155236,0
DTXSID70399897,C[Si](C)(C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.5060182,10.262182,1
DTXSID70400078,C[Si](C)(C)C(F)(F)C(F)(F)C(F)(F)F,1.1797763,9.037844,1
DTXSID7040150,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.07427115,5.3112245,3
DTXSID70404995,C[Si](C)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.3898554,9.240773,1
DTXSID70405381,O=C(N1CCOCC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.7249126,0.36357504,0
DTXSID70405563,CCCCCC(C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,0.9917786,-0.09177122,0
DTXSID70405740,FC(F)(Cl)C(F)(Cl)CCI,-2.0064301,12.052874,1
DTXSID70409405,CCN(CC)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,2.0859222,-0.19315882,0
DTXSID70411487,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,-1.327422,-4.1388273,0
DTXSID7042302,C=C(C)C(=O)OCCC(F)(F)F,5.008798,-3.4246085,0
DTXSID70430799,O=S(=O)(O)C(F)(F)C(F)C(F)(F)F,-0.20667161,6.2535286,3
DTXSID70431246,Nc1ccc(C(F)(C(F)(F)F)C(F)(F)F)cc1,14.36414,6.435223,4
DTXSID70431266,C=CC(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.178755,-3.0232105,0
DTXSID70432394,FC(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)F,-1.2820362,16.443468,2
DTXSID70432935,FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,0.8495997,14.852033,1
DTXSID70437788,FC(F)(F)C(F)(F)P(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.4104748,14.425293,1
DTXSID70438417,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc(Br)cc1,11.840992,8.606124,1
DTXSID70440934,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc[nH]1,10.96606,8.2811,1
DTXSID70441623,O=CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.9098556,-1.6739814,0
DTXSID70446072,Oc1ccc(C(F)(F)C(F)(F)F)cc1,15.544064,5.6437135,4
DTXSID70447706,FN(F)C(F)(F)C(F)(F)C(F)(F)F,-1.9665862,15.846446,2
DTXSID70448576,FC(F)=C(F)C(F)(F)C(F)(F)I,2.2636542,-5.1618023,0
DTXSID70449467,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc([Se][Se]c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,9.814095,7.861506,1
DTXSID70450634,FC(F)(F)C(F)(F)C(F)(F)Sc1ccc(Cl)cc1,14.367533,6.197512,4
DTXSID70452810,CCOC(OCC)(c1ccccc1N)C(F)(F)C(F)(F)C(F)(F)F,14.470174,5.384509,4
DTXSID70452855,O=S(=O)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)I,0.13793561,5.110578,3
DTXSID70454016,CC1(O)COC(C(F)(F)C(F)(F)C(F)(F)F)=CC1=O,4.8079333,-2.258641,0
DTXSID70454112,C[C@]12CC[C@@H]3c4ccc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,6.012639,4.9708567,0
DTXSID70454874,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1cccc(P(c2cccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2)c2cccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2)c1,9.085692,7.88566,1
DTXSID70456712,FC1(F)C(F)(F)C(F)(F)C(F)(Cl)C1(F)F,-2.1056628,13.749126,1
DTXSID70459607,O=S(Cl)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-0.13668314,12.946735,1
DTXSID70462919,COC(F)(F)C(F)(F)OC,-1.4256918,11.37501,1
DTXSID70464615,Oc1ccc(SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,11.3003435,8.30098,1
DTXSID70464958,Cc1sc2ccccc2c1C1=C(c2c(C)sc3ccccc23)C(F)(F)C(F)(F)C1(F)F,9.672985,6.292623,1
DTXSID70465985,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,2.3112757,14.447553,1
DTXSID70466634,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)=C(F)F,3.3604872,-6.1099334,0
DTXSID70466735,O=CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.6703308,-2.2294233,0
DTXSID70467469,[O]=[Sn]([CH2]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[CH2]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.0079308,0.1790826,0
DTXSID70469766,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(N)(=O)=O,5.0306735,6.294556,1
DTXSID70472972,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1ccc(P(c2ccccc2)c2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,9.110911,7.8186,1
DTXSID70474830,C=CCOC(F)(F)C(F)(OC(F)(F)F)C(F)(F)F,1.7056774,-2.4511976,0
DTXSID70475180,FC1(F)c2cccnc2-c2ncccc2C1(F)F,12.567364,6.6253185,4
DTXSID7047566,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,1.596452,14.772256,1
DTXSID7047724,FC(F)=C(F)F,2.4048512,-4.9414606,0
DTXSID70477407,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1nc(=S)[nH][nH]1,11.375172,7.755499,1
DTXSID70477447,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)OC1(F)F,-1.7149084,17.835007,2
DTXSID70477563,FC(F)C(F)(F)C(F)(F)C(F)(F)COCC(F)(F)C(F)(F)C(F)(F)C(F)F,1.4731253,13.571514,1
DTXSID70481246,NC(C(F)(F)F)C(F)(F)F,-1.393972,12.964831,1
DTXSID70501195,Fc1c(F)c(F)c2c(c1F)C(F)(F)C(F)(F)C2(F)C(F)(F)F,12.227553,7.036884,4
DTXSID70502086,O=C(OO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.1305034,-0.79195887,0
DTXSID70502980,FC(F)(F)C(F)(F)CCBr,-2.2468853,11.27051,8
DTXSID70503093,COC(=O)C(F)(Cl)C(F)(F)Cl,0.034511838,-2.7399642,0
DTXSID70503856,FC(F)(F)C(F)(F)C(F)(F)C1(F)OC(F)(F)C(F)(F)C1(F)F,-2.0445638,17.583536,2
DTXSID70504161,N=C(N)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,-1.4062233,-0.2981556,0
DTXSID70504247,Cc1ccc(C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)c2ccc(C)cc2)cc1,10.047399,5.80024,1
DTXSID70504267,O=C(CC(=O)C(F)(F)C(F)(F)F)c1ccccc1,12.475703,3.0313852,5
DTXSID70506120,FC1(F)C(Cl)=C(I)C(F)(F)C1(F)F,2.2138672,-4.986727,0
DTXSID70507233,O=C(O)c1cccc(SC(F)(F)C(F)(F)C(F)(F)F)c1,13.241876,3.9562788,5
DTXSID70507374,Fc1c(F)c(F)c2c(c1F)C(F)C(F)(F)C2(F)F,12.537852,7.235837,4
DTXSID70509772,FC(F)(Cl)C(F)(Cl)SCl,-2.140684,12.232462,1
DTXSID70510388,COC(=O)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,3.996259,-3.3443162,0
DTXSID70510909,FC1=C(Cl)C(F)(F)C(F)(F)C(F)(F)C1(F)F,1.9717742,-5.2330375,0
DTXSID70510944,N#CC1=C(Cl)C(F)(F)C(F)(F)C1(F)F,2.516755,-4.600947,0
DTXSID70511931,N#CC#CC(F)(F)C(F)(F)F,-1.5251074,11.732799,1
DTXSID70513233,CC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.0349963,-0.23745951,0
DTXSID70514306,CC(F)C(F)(F)C(F)(F)F,-1.3935453,12.923847,1
DTXSID70515737,FC1=C(F)C(F)(F)C(F)(F)C(F)C(F)(F)C1(F)F,1.7505006,-5.688134,0
DTXSID70520381,CC(C)=CCC(F)(Cl)C(F)(F)Cl,4.5088396,-3.5940154,0
DTXSID70522805,O=C(CCl)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,2.1775348,-0.5420951,0
DTXSID70525013,Fc1c(Cl)c(Cl)c(F)c2c1C(F)(F)C(F)(F)C2(F)F,12.518509,7.229324,4
DTXSID70525018,Fc1c(F)c(F)c2c(c1F)C(F)(Cl)C(F)(F)C2(F)Cl,12.750483,7.41248,4
DTXSID70527416,O=P(Cl)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,5.7156286,8.61708,1
DTXSID70527451,OC(CI)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.1125456,12.514483,1
DTXSID70527810,CC(C)(F)C(C)(F)F,-1.8210381,12.318362,1
DTXSID70527815,FC1=C(C(F)(F)F)C(F)(F)OC1(F)C(F)(F)F,1.9858558,-5.642762,0
DTXSID70528483,CCCCSC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.671308,12.011113,1
DTXSID70530521,O=S(=O)(Cl)C(F)(F)C(F)(F)Cl,-0.26513562,6.392891,3
DTXSID70531174,CCOc1ccc(C2(C(=O)O)CC(F)(F)C2(F)F)cc1,12.791717,3.3605971,5
DTXSID70532883,O=C(ONC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,3.3656309,-3.7025657,0
DTXSID70533537,FC(F)C(F)(F)C(F)(F)CCl,-1.3126725,13.17229,1
DTXSID70536982,COC(=O)C(F)(F)C(F)(F)SC,0.48320717,-1.7088647,0
DTXSID70537191,COC(F)(C(F)F)C(F)(F)F,-1.122145,12.972337,1
DTXSID70540145,FC1=C(I)C(F)(F)C(F)(F)C(F)(F)C1(F)F,1.8861346,-5.3932056,0
DTXSID70543095,O=C(Cl)C(F)(F)C(F)(F)S(=O)(=O)Cl,1.5166806,3.4382577,0
DTXSID70543939,FC(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCCCCCOCc1ccccc1,6.3641534,4.6229653,0
DTXSID70544062,C=CCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.45204,-1.9759076,0
DTXSID70544764,O=S(=O)(OC(F)(F)C(F)(F)F)C(F)(F)F,-0.19477814,6.1515903,3
DTXSID70544906,OCCC(F)(Cl)C(F)(F)Cl,-2.010581,12.060849,1
DTXSID70546228,O=C1C(=O)C(F)(F)C(F)(F)C(F)(F)C1(F)F,2.7574782,-4.2682514,0
DTXSID70546682,COC(F)(F)C(F)(F)C(F)(F)OC(F)=C(F)F,2.8056688,-5.4937005,0
DTXSID70547497,FC(Cl)C(F)(F)C(F)(Cl)Cl,1.4318824,8.503697,1
DTXSID70547654,Fc1c(F)c(F)c(C(F)(F)C(F)(F)F)c(C(F)(F)C(F)(F)F)c1F,12.147104,7.0070786,4
DTXSID70548580,CC1=CC(F)(F)C1(F)F,0.8222882,-4.0890965,0
DTXSID70549239,FC(F)(Br)C(F)(F)C1CCCCC1Br,-0.1701552,10.2155905,1
DTXSID70551317,OCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6938652,10.373963,1
DTXSID70551776,Nc1cc2c(cc1N)OC(F)(F)C(F)(F)O2,15.064751,6.08568,4
DTXSID70553179,COc1ccc(C=Nc2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,10.301281,6.265977,1
DTXSID70553290,Cn1nc(C(F)(F)C(F)(F)F)c(C(F)(F)F)c1-c1ccccc1,12.384033,6.6745267,4
DTXSID70554560,FC1(F)C(F)(F)C2(F)OC2(F)C1(F)F,-2.0159564,15.987915,2
DTXSID70556049,FC(F)(F)C(F)(F)c1cccc2ccccc12,12.545592,6.295794,4
DTXSID70558861,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cccc2ccccc12,11.2360115,7.3314743,1
DTXSID70559636,C[Si](C)(C)OCC(I)CC(F)(F)C(F)(F)C(F)(F)F,1.2619442,9.505739,1
DTXSID70560308,O=C(CC(=O)C(F)(F)C(F)(F)OC(F)(F)F)c1ccccc1,12.412613,2.9625618,5
DTXSID70560929,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccsc1,11.841267,8.634919,1
DTXSID70561370,O=C(Oc1c(Br)cc(Br)cc1Br)C(F)(F)C(F)(Br)C(F)(F)Br,12.179502,5.2131033,6
DTXSID70562004,FC(F)(F)N(C(F)(F)F)C(F)(F)C(F)(F)I,-2.3077276,16.45072,2
DTXSID70562266,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.c1cc[nH+]cc1,12.115274,4.577583,5
DTXSID70565479,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,-1.613585,-4.2229867,0
DTXSID70566123,O=[P+](OCC(F)(F)C(F)(F)C(F)(F)C(F)F)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,5.92565,8.42879,1
DTXSID70566648,O=C1C2(F)C(F)(F)C3(F)C(F)(F)C1(F)C(F)(F)C(F)(C2(F)F)C3(F)F,3.397247,-0.33132717,0
DTXSID70567271,O=C(C(F)(F)Cl)C(F)(Cl)C(F)(F)F,-0.43985674,-3.4187627,0
DTXSID70568086,FC(F)(F)C1(F)OC(F)(F)C(F)(C(F)(F)F)C1(F)F,-2.3949056,17.199211,2
DTXSID70570482,CCCCNCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.1015325,11.27105,1
DTXSID70570760,CCCCCCCCCCOC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,1.4847698,0.83610386,0
DTXSID70572441,O=CCC(F)(F)C(F)(F)Cl,1.1743518,-2.7903078,0
DTXSID70574566,O=C(Nc1ccccc1)C(F)(F)OC(F)(F)C(F)(F)Cl,13.551368,3.9657683,5
DTXSID70577330,FN1C(F)(F)C(F)(F)OC(F)(F)C1(F)F,-1.5461441,16.16877,2
DTXSID70577653,CC(C)(F)C(F)(F)Br,-1.8666142,12.504675,1
DTXSID70578266,O=C(Br)C(F)(F)C(F)(F)F,0.56461185,-4.2566743,0
DTXSID70578529,FC(F)(F)C(F)(F)c1ccn[nH]1,13.717216,7.401933,4
DTXSID70578908,COc1ccc(N=CC(F)(F)C(F)(F)F)cc1,13.455048,3.6163723,5
DTXSID7057943,NC(=O)c1nc(-c2ccccc2)n(-c2ccc(Cl)c(COCC(F)(F)C(F)(F)F)c2)n1,9.721528,6.1818624,1
DTXSID7058177,O=C(O)C(F)(F)C(F)F,0.3766452,-4.4138956,0
DTXSID70584185,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.c1ccc([I+]c2ccccc2)cc1,9.442294,5.7734504,1
DTXSID70593893,FCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.4526974,13.002737,1
DTXSID70596460,O=C(O)C(F)(F)C(F)(Cl)C(=O)O,3.4101443,-4.1161027,0
DTXSID70597457,FC1(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C3(F)C(F)(F)C(F)(F)C4(F)C(F)(F)C(F)(F)C5(F)C(F)(F)C(F)(F)C6(F)C(F)(F)C(F)(F)C1(F)C1(F)C2(F)C3(F)C4(F)C5(F)C61F,8.937861,9.560244,1
DTXSID70597472,CC(C)(O)C(F)(F)C(F)(F)F,1.1276432,9.11135,1
DTXSID70599057,Fc1ccc([I+]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,11.075929,8.41353,1
DTXSID7059933,FC(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F,-1.3638364,16.359175,2
DTXSID70599471,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.28111,15.274676,1
DTXSID7060332,O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1cccs1,12.470347,2.9828908,5
DTXSID70608259,FC(F)(F)C(F)(F)[I+]c1ccccc1.O=S(=O)([O-])O,8.658587,5.735294,1
DTXSID70609600,O=S1(=O)OS(=O)(=O)C(F)(F)C(F)(F)C1(F)F,5.0068836,6.3002367,1
DTXSID7061017,O=S1(=O)OC(F)(F)C1(F)F,-0.24984922,6.380055,3
DTXSID70611521,O=C(O)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,11.794956,4.658529,5
DTXSID70611905,CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.3146148,12.33802,1
DTXSID7061221,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,3.0537581,15.237912,1
DTXSID70613686,FC(F)(F)C(F)(F)C(F)(F)c1cccc(Br)c1,14.419951,6.356942,4
DTXSID70613904,O=C1C=Cc2ccccc2C1(F)C(F)(F)F,13.250954,3.4777977,5
DTXSID70617184,C=C(C)COC(F)(C(F)(F)F)C(F)(F)F,-0.2516322,-1.8443122,0
DTXSID70617568,FC1(F)c2c(Br)c(Br)c(Br)c(Br)c2C1(F)F,12.879039,6.7746797,4
DTXSID70617588,FC(F)(F)C(F)(I)I,-1.9760267,13.177241,1
DTXSID70619002,O=C1CCC(=O)N1OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.7192667,3.2222497,0
DTXSID7061982,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,0.9302462,14.816005,1
DTXSID70622576,O.O=CC(F)(F)C(F)(F)C(F)(F)F,0.56899387,2.341612,0
DTXSID7062295,CCCCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.0499735,6.0809116,3
DTXSID70623043,OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.2492597,14.460339,1
DTXSID70623280,FC(F)OC(F)C(F)(F)C(F)(F)F,-0.28503245,13.973022,1
DTXSID70625365,FC(F)(Br)C(F)(F)C1CC2CCC1C2,-0.157184,10.212518,1
DTXSID70625542,O=C(C(F)(F)Cl)C(Cl)(Cl)C(F)(F)C(F)(F)F,-0.5439727,-3.38218,0
DTXSID70627107,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCBr,0.34411606,10.74544,1
DTXSID70628179,O=C(C(F)F)C(F)(F)C(F)(F)F,0.061998747,-4.172394,0
DTXSID70628472,CCc1nc(C(F)(F)C(F)(F)C(F)(F)F)ncc1C(=O)O,12.664207,4.0599504,5
DTXSID70630919,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.9048283,5.5312414,3
DTXSID70631188,O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,-1.4491225,-0.5711762,0
DTXSID70631325,FC(=NC(F)(F)C(F)(F)F)C(F)(F)F,1.8158815,-5.1554456,0
DTXSID70631345,FC(F)(F)N1C(F)(F)C(F)(F)C1(F)F,-2.1085036,16.128304,2
DTXSID70631406,[CH3][Sn]([CH3])([CH3])[C](F)(F)C(F)(F)F,1.1197114,9.099631,1
DTXSID70631426,FC(F)(F)SSC(F)(F)C(F)(F)F,-1.0527164,12.888519,1
DTXSID70631441,FC(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)OC(F)(F)C(F)(F)C1(F)F,-1.7095596,17.810852,2
DTXSID70631466,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc(Oc2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,9.871557,7.8691916,1
DTXSID70633400,O=C(O)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,11.822757,4.6355553,5
DTXSID70633884,O=C(O)CCC(F)(F)C(F)(F)F,0.27479643,-1.8464392,0
DTXSID70634492,CNCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.4567754,11.987894,1
DTXSID70635787,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)[O-])cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O.[Na+],6.0127463,4.897808,0
DTXSID7065968,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,-1.1254886,-3.8819103,0
DTXSID70660317,FC(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,2.7508974,14.9300585,1
DTXSID7066063,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,3.6691368,0.06515271,0
DTXSID70662952,FC(F)(F)C(F)(F)[C@@H]1CCCC[C@H]1I,-0.17249721,10.247416,1
